0-sad 1-disturbed 2-happy 3-excited,0-irresponsible 1-don't respect 2-Shows respect 3-Responsible,0-Unconfident 1-don't belives 2-belives 3-very Confident,0-selfish and unregular 1-Undisciplined 2-Good attitude 3-disciplined,0-lack of communication 1-bad softskills 2-good softskills 3-good communication,0-bad social acts 1-good social acts,imageslabels
3,2,2,1,3,1,a03-089-s00-01.png
3,1,1,1,1,1,a03-089-s00-02.png
3,1,1,1,2,0,a03-089-s00-03.png
3,1,1,1,2,0,a05-000-s00-00.png
1,1,1,1,1,1,a05-000-s00-01.png
3,0,0,1,0,1,a05-000-s00-02.png
1,1,1,1,2,0,a05-000-s00-03.png
3,1,1,1,1,1,a05-000-s01-00.png
1,1,1,1,1,1,a05-000-s01-01.png
3,1,1,1,1,1,a05-000-s01-02.png
1,1,1,1,1,1,a05-000-s02-00.png
3,0,0,1,0,1,a05-000-s02-01.png
1,1,1,1,1,1,a05-000-s02-02.png
3,1,1,1,1,1,a05-013-s00-00.png
1,2,1,1,2,0,a05-013-s00-01.png
1,0,1,3,0,1,a05-013-s01-00.png
1,1,1,1,1,1,a05-013-s01-01.png
3,2,1,1,1,1,a05-013-s01-02.png
3,1,2,3,1,1,a05-013-s01-03.png
3,0,0,1,0,1,a05-013-s02-00.png
3,1,2,3,1,1,a05-013-s02-01.png
1,1,1,1,1,1,a05-013-s02-02.png
3,1,2,3,1,1,a05-013-s02-03.png
1,1,2,3,1,1,a05-013-s02-04.png
3,1,1,1,1,1,a05-017-s00-00.png
3,1,2,3,1,1,a05-017-s00-01.png
1,2,1,1,1,1,a05-017-s01-00.png
3,1,1,1,1,1,a05-017-s02-00.png
1,1,2,3,1,1,a05-017-s02-01.png
3,1,1,1,1,1,a05-017-s02-02.png
1,1,2,3,1,1,a05-017-s02-03.png
3,1,1,1,1,1,a05-017-s02-04.png
1,2,2,1,2,0,a05-017-s03-00.png
1,1,1,1,1,1,a05-017-s03-01.png
1,0,1,3,0,1,a05-017-s03-02.png
3,2,2,3,2,0,a05-017-s03-03.png
3,0,0,1,0,1,a05-022-s00-00.png
3,0,0,1,0,1,a05-022-s00-01.png
1,1,1,1,1,1,a05-022-s00-02.png
3,1,1,1,1,1,a05-022-s00-03.png
3,1,2,3,2,0,a05-022-s01-00.png
3,1,1,1,1,1,a05-022-s01-01.png
1,1,2,3,1,1,a05-022-s01-02.png
1,0,0,1,0,1,a05-022-s01-03.png
1,0,1,3,0,1,a05-022-s01-04.png
3,1,1,3,1,0,a05-022-s01-05.png
3,2,2,1,3,1,a05-025-s00-00.png
3,2,2,1,3,1,a05-025-s00-01.png
1,1,1,1,1,1,a05-025-s00-02.png
1,0,0,1,0,1,a05-025-s00-03.png
1,1,1,1,1,1,a05-025-s01-00.png
1,1,2,3,1,1,a05-025-s01-01.png
3,1,1,1,1,1,a05-025-s01-02.png
1,0,1,3,0,1,a05-025-s01-03.png
1,2,2,1,3,1,a05-025-s02-00.png
1,1,1,1,1,1,a05-025-s02-01.png
1,1,1,1,1,1,a05-025-s02-02.png
1,0,1,3,0,1,a05-029-s00-00.png
1,1,1,1,1,1,a05-029-s00-01.png
1,0,1,3,0,1,a05-029-s01-00.png
3,0,1,3,1,0,a05-029-s01-01.png
1,1,2,3,2,0,a05-029-s01-02.png
3,1,1,1,1,1,a05-029-s02-00.png
1,0,0,1,0,1,a05-029-s02-01.png
1,0,0,1,1,0,a05-029-s02-02.png
1,1,2,3,1,1,a05-029-s02-03.png
1,1,1,1,2,0,a05-029-s02-04.png
1,1,2,3,2,0,a05-029-s03-00.png
1,0,0,1,0,1,a05-029-s03-01.png
1,0,1,3,0,1,a05-029-s03-02.png
3,0,1,3,0,1,a05-039-s00-00.png
3,2,2,3,1,1,a05-039-s00-01.png
1,2,2,3,2,0,a05-039-s00-02.png
1,0,0,1,0,1,a05-039-s01-00.png
3,1,2,3,1,1,a05-039-s01-01.png
1,1,1,3,1,0,a05-039-s01-02.png
3,1,1,1,1,1,a05-039-s02-00.png
1,1,1,1,2,0,a05-039-s02-01.png
1,1,1,1,1,1,a05-039-s02-02.png
3,1,1,1,1,1,a05-039-s02-03.png
1,1,2,3,2,0,a05-039-s02-04.png
3,1,2,3,1,1,a05-039-s03-00.png
3,1,1,1,1,1,a05-039-s03-01.png
3,1,2,3,1,1,a05-039-s03-02.png
3,2,3,3,3,1,a05-044-s00-00.png
3,1,1,3,1,0,a05-044-s00-02.png
3,2,1,1,2,0,a05-044-s00-03.png
1,1,2,3,2,0,a05-044-s00-04.png
1,1,2,3,1,1,a05-044-s00-05.png
3,0,1,3,1,0,a05-044-s01-00.png
3,1,2,3,1,1,a05-044-s01-01.png
3,1,2,3,1,1,a05-044-s01-02.png
1,1,2,3,1,1,a05-044-s02-00.png
1,1,1,1,1,1,a05-044-s02-01.png
1,0,0,1,1,0,a05-044-s02-02.png
1,0,0,1,0,1,a05-048-s00-00.png
3,1,1,1,1,1,a05-048-s00-01.png
1,1,1,1,1,1,a05-048-s00-02.png
3,1,2,3,1,1,a05-048-s01-00.png
3,1,2,3,1,1,a05-048-s02-00.png
1,1,1,1,1,1,a05-048-s02-01.png
1,1,1,1,1,1,a05-048-s03-00.png
1,1,1,1,1,1,a05-048-s03-01.png
3,1,1,1,2,0,a05-048-s03-02.png
3,0,0,1,0,1,a05-048-s03-03.png
3,1,1,1,1,1,a05-048-s03-04.png
3,1,1,1,1,1,a05-053-s00-00.png
3,0,0,1,0,1,a05-053-s00-01.png
1,2,3,3,2,0,a05-053-s01-00.png
3,2,1,1,1,1,a05-053-s01-01.png
1,1,2,3,1,1,a05-053-s01-02.png
1,1,1,3,1,0,a05-053-s01-03.png
3,1,1,1,1,1,a05-053-s02-00.png
1,0,0,1,0,1,a05-053-s02-01.png
1,1,1,1,1,1,a05-053-s02-02.png
3,1,1,1,1,1,a05-053-s03-00.png
1,0,1,3,0,1,a05-053-s03-01.png
1,0,0,1,0,1,a05-053-s03-02.png
3,1,2,3,1,1,a05-053-s03-03.png
1,0,0,1,0,1,a05-053-s03-04.png
1,0,1,3,0,1,a05-058-s00-00.png
1,0,0,1,0,1,a05-058-s00-01.png
1,1,1,1,1,1,a05-058-s00-02.png
1,1,2,3,1,1,a05-058-s01-00.png
1,2,2,3,1,1,a05-058-s01-01.png
1,1,2,3,1,1,a05-058-s01-02.png
1,0,1,3,1,0,a05-058-s01-03.png
1,1,2,3,1,1,a05-058-s01-04.png
1,2,2,3,2,0,a05-058-s01-05.png
1,1,2,3,1,1,a05-058-s02-00.png
1,1,0,1,1,0,a05-058-s02-01.png
1,0,0,1,0,1,a05-062-s00-00.png
1,1,2,3,1,1,a05-062-s00-01.png
3,1,1,1,1,1,a05-062-s00-02.png
1,1,1,1,1,1,a05-062-s00-03.png
1,2,3,3,3,1,a05-062-s00-04.png
1,1,1,1,1,1,a05-062-s00-05.png
1,0,1,3,0,1,a05-062-s00-06.png
1,1,1,1,1,1,a05-062-s01-00.png
1,1,1,1,1,1,a05-062-s01-01.png
1,1,1,1,1,1,a05-062-s01-02.png
1,2,2,1,3,1,a05-069-s00-00.png
3,1,1,1,1,1,a05-069-s00-01.png
1,1,1,1,1,1,a05-069-s00-02.png
1,1,1,1,1,1,a05-069-s01-00.png
1,1,1,1,1,1,a05-069-s01-01.png
3,1,2,3,2,0,a05-069-s01-02.png
3,1,2,3,1,1,a05-069-s02-00.png
1,1,1,1,2,0,a05-069-s02-01.png
3,1,2,3,1,1,a05-069-s02-02.png
1,0,0,1,0,1,a05-069-s02-03.png
3,1,1,1,1,1,a05-069-s02-04.png
1,1,1,1,2,0,a05-069-s02-05.png
3,1,2,3,1,1,a05-073-s00-00.png
3,2,1,1,2,0,a05-073-s00-01.png
1,0,1,3,0,1,a05-073-s01-00.png
1,2,2,1,3,1,a05-073-s01-01.png
1,1,2,3,1,1,a05-073-s01-02.png
1,1,1,1,1,1,a05-073-s02-00.png
1,1,1,1,1,1,a05-073-s02-01.png
1,0,1,3,0,1,a05-073-s03-00.png
3,1,1,1,1,1,a05-073-s03-01.png
3,1,2,3,1,1,a05-073-s03-02.png
3,0,0,1,0,1,a05-073-s04-00.png
1,1,2,3,2,0,a05-073-s04-01.png
3,1,1,1,1,1,a05-073-s05-00.png
1,1,1,1,1,1,a05-073-s05-01.png
3,1,2,3,1,1,a05-073-s05-02.png
1,2,1,1,1,1,a05-080-s00-00.png
1,2,2,3,1,1,a05-080-s00-01.png
3,2,2,3,2,0,a05-080-s00-02.png
3,2,1,1,1,1,a05-080-s00-03.png
3,2,2,3,1,1,a05-080-s00-04.png
3,2,2,3,1,1,a05-080-s00-05.png
1,1,2,3,2,0,a05-080-s01-00.png
3,0,0,1,0,1,a05-080-s01-01.png
3,1,1,3,0,1,a05-080-s01-02.png
3,1,2,3,1,1,a05-080-s02-00.png
1,1,1,1,1,1,a05-080-s02-01.png
3,2,2,3,2,0,a05-080-s02-02.png
3,1,2,3,1,1,a05-084-s00-00.png
1,2,2,3,2,0,a05-084-s01-00.png
3,2,2,3,1,1,a05-084-s01-01.png
1,1,2,3,1,1,a05-084-s01-02.png
1,1,2,3,2,0,a05-084-s02-00.png
3,1,1,3,0,1,a05-084-s02-01.png
3,1,1,3,1,0,a05-084-s02-02.png
1,1,1,1,1,1,a05-084-s02-03.png
1,2,2,3,2,0,a05-084-s02-04.png
3,1,0,1,0,1,a05-084-s03-00.png
1,2,2,3,1,1,a05-084-s03-01.png
3,1,1,1,1,1,a05-084-s03-02.png
1,2,2,3,1,1,a05-089-s00-00.png
3,1,1,3,0,1,a05-089-s00-01.png
1,1,0,1,0,1,a05-089-s01-00.png
1,0,0,1,0,1,a05-089-s02-00.png
3,0,0,1,0,1,a05-089-s02-01.png
1,1,0,1,0,1,a05-089-s02-02.png
3,2,2,3,1,1,a05-089-s02-03.png
3,1,1,3,0,1,a05-089-s02-04.png
1,0,1,3,0,1,a05-089-s02-05.png
3,0,0,1,0,1,a05-089-s03-00.png
3,2,2,3,1,1,a05-089-s03-01.png
3,2,2,3,1,1,a05-089-s03-02.png
1,1,0,1,0,1,a05-094-s00-00.png
3,0,0,1,1,0,a05-094-s00-01.png
1,2,2,3,2,0,a05-094-s01-00.png
1,2,2,3,1,1,a05-094-s01-01.png
1,2,2,3,1,1,a05-094-s01-02.png
3,1,1,1,1,1,a05-094-s01-03.png
1,2,1,1,2,0,a05-094-s01-04.png
3,2,2,3,2,0,a05-094-s02-00.png
1,0,1,3,1,0,a05-094-s02-01.png
1,1,1,1,1,1,a05-094-s02-02.png
1,2,2,3,2,0,a05-094-s03-00.png
1,1,1,1,1,1,a05-094-s03-01.png
1,1,1,3,1,0,a05-094-s03-02.png
1,2,2,3,1,1,a05-094-s03-03.png
3,1,2,3,1,1,a05-099-s00-00.png
1,2,1,1,1,1,a05-099-s00-01.png
1,2,2,3,1,1,a05-099-s00-02.png
1,2,1,1,1,1,a05-099-s01-00.png
1,2,1,1,1,1,a05-099-s01-01.png
1,2,2,3,1,1,a05-099-s02-00.png
1,2,1,1,1,1,a05-099-s02-01.png
1,1,2,3,1,1,a05-099-s02-02.png
1,2,2,3,2,0,a05-099-s03-00.png
1,1,1,3,0,1,a05-099-s03-01.png
1,0,0,1,0,1,a05-099-s03-02.png
1,2,2,3,1,1,a05-104-s00-00.png
3,2,2,3,2,0,a05-104-s00-01.png
3,2,2,3,2,0,a05-104-s01-00.png
1,2,2,3,1,1,a05-104-s01-01.png
1,2,2,3,1,1,a05-104-s01-02.png
1,1,1,3,0,1,a05-104-s01-03.png
1,3,3,3,3,1,a05-104-s01-04.png
3,1,2,3,1,1,a05-104-s02-00.png
1,2,1,1,1,1,a05-104-s02-01.png
3,1,1,1,1,1,a05-104-s02-02.png
1,2,1,1,1,1,a05-104-s02-03.png
1,0,1,3,0,1,a05-104-s02-04.png
3,2,2,3,1,1,a05-108-s00-00.png
1,1,1,3,0,1,a05-108-s00-01.png
1,2,2,3,1,1,a05-108-s01-00.png
1,2,1,1,1,1,a05-108-s01-01.png
1,2,2,3,2,0,a05-108-s02-00.png
1,1,2,3,1,1,a05-108-s02-01.png
1,2,2,3,1,1,a05-108-s02-02.png
3,1,2,3,2,0,a05-108-s03-00.png
1,1,1,1,1,1,a05-108-s03-01.png
1,2,1,1,1,1,a05-108-s03-02.png
3,2,2,3,1,1,a05-113-s00-00.png
1,2,2,3,1,1,a05-113-s00-01.png
3,2,1,1,1,1,a05-113-s00-02.png
1,2,1,1,1,1,a05-113-s00-03.png
1,2,1,1,1,1,a05-113-s00-04.png
1,2,2,3,1,1,a05-113-s01-00.png
1,2,1,1,1,1,a05-113-s01-01.png
3,1,1,3,0,1,a05-113-s01-02.png
1,2,2,3,1,1,a05-113-s01-03.png
3,2,2,3,1,1,a05-113-s01-04.png
3,2,2,3,1,1,a05-116-s00-00.png
1,2,2,3,2,0,a05-116-s00-01.png
3,1,0,1,1,0,a05-116-s01-00.png
1,1,2,3,1,1,a05-116-s01-01.png
1,2,2,3,1,1,a05-116-s01-02.png
1,1,2,3,2,0,a05-116-s01-03.png
1,1,1,3,0,1,a05-116-s02-00.png
3,1,2,3,2,0,a05-116-s02-01.png
1,2,1,1,1,1,a05-116-s02-02.png
1,2,2,3,1,1,a05-116-s02-03.png
1,2,2,3,1,1,a05-116-s03-00.png
1,2,2,3,1,1,a05-116-s03-01.png
1,1,1,3,0,1,a05-116-s03-02.png
3,2,2,1,3,1,a05-121-s00-00.png
3,1,2,3,1,1,a05-121-s00-01.png
1,1,1,1,1,1,a05-121-s01-00.png
3,1,1,1,1,1,a05-121-s01-01.png
1,1,2,3,1,1,a05-121-s02-00.png
1,1,1,1,1,1,a05-121-s02-01.png
1,1,2,3,1,1,a05-121-s02-02.png
3,1,2,3,1,1,a05-121-s02-03.png
3,0,0,1,0,1,a05-121-s02-04.png
3,2,2,3,2,0,a05-121-s02-05.png
1,0,1,3,0,1,a05-125-s00-00.png
1,1,2,3,2,0,a05-125-s01-00.png
3,0,0,1,0,1,a05-125-s01-01.png
1,1,2,3,1,1,a05-125-s01-02.png
1,0,1,3,0,1,a05-125-s01-03.png
1,1,1,1,1,1,a05-125-s01-04.png
1,2,2,1,3,1,a05-125-s01-05.png
1,1,1,1,2,0,a05-125-s02-00.png
1,1,1,1,1,1,a05-125-s02-01.png
1,1,2,3,2,0,a05-125-s02-02.png
3,2,1,1,1,1,a06-124-s00-00.png
3,2,1,1,1,1,a06-124-s00-01.png
1,1,0,1,0,1,a06-124-s01-00.png
3,2,2,3,1,1,a06-124-s01-01.png
1,2,1,1,1,1,a06-124-s02-00.png
1,2,1,1,1,1,a06-124-s02-01.png
3,1,1,3,0,1,a06-124-s02-02.png
3,1,1,3,0,1,a06-124-s02-03.png
3,2,1,1,1,1,a06-134-s00-00.png
1,3,3,3,2,0,a06-134-s01-00.png
1,3,2,1,3,1,a06-134-s01-01.png
1,2,2,3,1,1,a06-134-s02-00.png
3,2,1,1,1,1,a06-134-s03-00.png
3,1,1,3,0,1,a06-134-s03-01.png
3,2,2,3,2,0,a06-134-s04-00.png
3,2,1,1,1,1,a06-134-s04-01.png
3,1,0,1,0,1,a06-134-s04-02.png
1,2,2,3,1,1,a06-134-s05-00.png
3,2,1,1,1,1,a06-134-s05-01.png
3,2,2,3,1,1,a06-134-s05-02.png
1,2,1,1,1,1,a06-141-s00-00.png
3,1,1,3,0,1,a06-141-s01-00.png
1,2,1,1,1,1,a06-141-s01-01.png
3,1,0,1,0,1,a06-141-s01-02.png
3,2,1,1,2,0,a06-141-s01-03.png
3,1,1,1,2,0,a06-141-s02-00.png
3,1,1,3,0,1,a06-141-s03-00.png
1,2,1,1,1,1,a06-141-s03-01.png
3,2,2,3,1,1,a06-141-s04-00.png
3,2,1,1,1,1,a06-141-s04-01.png
3,2,1,1,1,1,a06-141-s04-02.png
3,1,1,3,0,1,a06-147-s00-00.png
1,2,1,1,1,1,a06-147-s00-01.png
3,2,2,3,1,1,a06-147-s01-00.png
3,2,2,3,1,1,a06-147-s02-00.png
3,1,1,3,0,1,a06-147-s02-01.png
1,2,1,1,1,1,a06-147-s02-02.png
1,2,1,1,1,1,a06-147-s03-00.png
3,2,1,1,1,1,a06-147-s03-01.png
3,2,1,1,1,1,a06-147-s03-02.png
3,1,0,1,0,1,a06-157-s00-00.png
3,0,1,3,0,1,a06-157-s00-01.png
3,2,2,3,1,1,a06-157-s01-00.png
3,2,1,1,1,1,a06-157-s01-01.png
3,2,1,1,1,1,a06-157-s02-00.png
3,2,2,3,1,1,b05-055-s00-00.png
3,2,2,3,2,0,b05-055-s01-00.png
1,2,2,3,1,1,b05-055-s01-01.png
3,2,1,1,1,1,b05-055-s01-02.png
3,2,1,1,1,1,b05-055-s01-03.png
1,2,2,3,1,1,b05-055-s01-04.png
3,2,1,1,1,1,b05-058-s00-00.png
1,2,1,1,2,0,b05-058-s01-00.png
1,1,2,3,2,0,b05-058-s01-01.png
3,2,2,3,1,1,b05-058-s02-00.png
3,2,2,3,1,1,b05-058-s02-01.png
3,2,2,3,1,1,b05-058-s02-02.png
3,1,0,1,1,0,b05-058-s02-03.png
3,2,2,3,2,0,b05-062-s00-00.png
3,2,1,1,2,0,b05-062-s00-01.png
1,2,2,3,2,0,b05-062-s01-00.png
3,1,1,1,1,1,b05-062-s01-01.png
1,2,2,3,2,0,b05-062-s01-02.png
1,2,2,3,1,1,b05-062-s02-00.png
3,2,2,3,1,1,b05-062-s03-00.png
3,3,3,3,2,0,b05-062-s03-01.png
3,2,2,3,1,1,b05-067-s00-00.png
3,2,2,3,1,1,b05-067-s00-01.png
3,2,2,3,2,0,b05-067-s01-00.png
3,2,1,1,1,1,b05-067-s01-01.png
3,2,2,3,2,0,b05-067-s01-02.png
3,2,2,3,1,1,b05-067-s01-03.png
3,2,2,3,2,0,b05-067-s02-00.png
3,2,2,3,1,1,b05-067-s02-01.png
3,2,2,3,1,1,b05-067-s02-02.png
3,2,2,3,1,1,b05-071-s00-00.png
1,2,1,1,2,0,b05-071-s00-01.png
3,0,1,3,0,1,b05-071-s00-02.png
3,2,1,1,1,1,b05-071-s01-00.png
3,2,1,1,1,1,b05-071-s01-01.png
1,2,2,3,2,0,b05-071-s01-02.png
1,1,1,1,1,1,b06-000-s00-00.png
3,1,1,1,2,0,b06-000-s00-01.png
3,1,1,1,1,1,b06-000-s00-02.png
1,1,2,3,2,0,b06-000-s01-00.png
1,1,1,1,2,0,b06-000-s01-01.png
1,0,0,1,1,0,b06-000-s02-00.png
1,1,1,1,2,0,b06-000-s02-01.png
3,1,1,1,2,0,b06-000-s02-02.png
1,1,2,3,2,0,b06-008-s00-00.png
1,1,1,1,2,0,b06-008-s00-01.png
1,1,2,3,1,1,b06-008-s00-02.png
3,2,2,3,2,0,b06-008-s01-00.png
3,2,2,1,3,1,b06-008-s01-01.png
3,1,2,3,1,1,b06-008-s01-02.png
3,1,2,3,2,0,b06-008-s01-03.png
3,1,1,1,1,1,b06-008-s02-00.png
3,1,2,3,1,1,b06-008-s02-01.png
1,2,1,1,2,0,b06-008-s02-02.png
3,1,2,3,1,1,b06-008-s02-03.png
3,1,1,1,1,1,b06-012-s00-00.png
1,1,1,1,2,0,b06-012-s00-01.png
1,1,2,3,2,0,b06-012-s00-02.png
1,1,1,1,2,0,b06-012-s01-00.png
3,1,1,1,2,0,b06-012-s01-01.png
1,1,1,1,2,0,b06-012-s01-02.png
3,1,2,3,1,1,b06-012-s01-03.png
3,2,2,3,1,1,b06-019-s00-00.png
3,2,2,3,2,0,b06-019-s00-01.png
1,2,2,3,2,0,b06-019-s00-02.png
3,2,2,3,1,1,b06-019-s00-03.png
1,2,2,3,1,1,b06-019-s00-04.png
3,2,2,3,2,0,b06-019-s01-00.png
1,2,2,3,2,0,b06-019-s01-01.png
3,2,2,3,1,1,b06-019-s01-02.png
1,2,2,3,1,1,b06-019-s02-00.png
1,2,1,1,1,1,b06-019-s02-01.png
1,3,3,3,3,1,b06-019-s02-02.png
3,2,2,3,2,0,b06-019-s02-03.png
3,1,1,1,2,0,b06-023-s00-00.png
1,1,2,3,2,0,b06-023-s00-01.png
1,2,2,1,2,0,b06-023-s00-02.png
1,1,2,3,2,0,b06-023-s01-00.png
3,1,1,1,2,0,b06-023-s01-01.png
3,1,1,1,2,0,b06-023-s01-02.png
1,1,1,1,1,1,b06-023-s02-00.png
3,1,1,1,2,0,b06-023-s02-01.png
3,1,1,1,2,0,b06-023-s02-02.png
3,1,2,3,2,0,b06-023-s02-03.png
3,2,2,3,2,0,b06-032-s00-00.png
3,2,2,3,2,0,b06-032-s00-01.png
3,2,1,1,1,1,b06-032-s01-00.png
3,2,2,3,2,0,b06-032-s01-01.png
3,2,1,1,2,0,b06-032-s01-02.png
1,2,2,3,2,0,b06-032-s02-00.png
3,2,2,3,2,0,b06-032-s02-01.png
3,2,2,3,1,1,b06-032-s02-02.png
1,2,1,1,2,0,b06-032-s02-03.png
1,1,1,1,2,0,b06-036-s00-00.png
1,1,2,3,2,0,b06-036-s00-01.png
1,2,3,3,2,0,b06-036-s00-02.png
1,1,1,1,2,0,b06-036-s01-00.png
1,1,1,1,2,0,b06-036-s01-01.png
3,1,2,3,2,0,b06-036-s01-02.png
1,1,1,1,2,0,b06-036-s02-00.png
1,2,1,1,2,0,b06-036-s03-00.png
1,2,2,3,1,1,b06-036-s03-01.png
1,1,1,1,2,0,b06-036-s04-00.png
1,1,1,1,1,1,b06-036-s04-01.png
1,1,1,1,2,0,b06-036-s04-02.png
1,2,2,3,1,1,b06-056-s00-00.png
3,1,2,3,2,0,b06-056-s00-01.png
1,2,2,3,2,0,b06-056-s00-02.png
1,2,2,3,2,0,b06-056-s00-03.png
1,3,3,3,2,0,b06-056-s01-00.png
1,1,2,3,2,0,b06-056-s01-01.png
3,2,2,3,2,0,b06-056-s01-02.png
1,2,1,1,1,1,b06-056-s01-03.png
3,3,3,3,2,0,b06-056-s01-04.png
3,1,1,1,1,1,b06-056-s01-05.png
3,2,2,3,1,1,b06-056-s01-06.png
3,2,1,1,1,1,b06-056-s01-07.png
3,3,2,1,3,1,b06-059-s00-00.png
3,2,1,1,2,0,b06-059-s00-01.png
1,2,2,3,1,1,b06-059-s01-00.png
3,2,1,1,2,0,b06-059-s01-01.png
1,2,2,3,2,0,b06-059-s01-02.png
1,3,3,3,3,1,b06-059-s02-00.png
3,3,3,3,3,1,b06-059-s02-01.png
1,2,2,3,2,0,b06-059-s02-02.png
1,2,2,3,2,0,b06-059-s03-00.png
1,2,1,1,1,1,b06-059-s03-01.png
3,3,2,1,2,0,b06-059-s03-02.png
1,2,2,3,1,1,b06-059-s03-03.png
1,1,0,1,0,1,b06-059-s03-04.png
3,2,2,3,2,0,b06-059-s03-05.png
3,1,1,1,1,1,b06-064-s00-00.png
1,1,1,1,1,1,b06-064-s01-00.png
1,1,1,1,2,0,b06-064-s01-01.png
3,2,1,1,2,0,b06-064-s01-02.png
1,1,1,1,1,1,b06-064-s02-00.png
1,1,1,1,2,0,b06-064-s02-01.png
1,2,2,1,3,1,b06-064-s02-02.png
3,1,1,1,1,1,b06-064-s02-03.png
3,1,2,3,1,1,b06-064-s02-04.png
3,0,0,1,0,1,b06-064-s02-05.png
1,1,1,1,1,1,b06-064-s02-06.png
1,3,2,1,3,1,b06-071-s00-00.png
1,2,2,3,1,1,b06-071-s00-01.png
1,3,3,3,2,0,b06-071-s00-02.png
1,2,2,3,1,1,b06-071-s00-03.png
1,2,2,3,2,0,b06-071-s00-04.png
1,2,2,3,1,1,b06-071-s01-00.png
3,2,2,3,2,0,b06-071-s01-01.png
1,2,2,3,2,0,b06-071-s01-02.png
1,2,1,1,2,0,b06-071-s01-03.png
1,2,2,3,2,0,b06-071-s02-00.png
3,2,2,3,2,0,b06-071-s02-01.png
1,2,2,3,1,1,b06-079-s00-00.png
1,2,1,1,1,1,b06-079-s00-01.png
1,2,2,3,1,1,b06-079-s00-02.png
1,2,2,3,2,0,b06-079-s00-03.png
3,2,1,1,1,1,b06-079-s00-04.png
1,3,3,3,2,0,b06-079-s01-00.png
3,2,1,1,2,0,b06-079-s01-01.png
1,1,1,1,1,1,b06-079-s01-02.png
1,2,2,3,1,1,b06-079-s01-03.png
1,2,1,1,2,0,b06-079-s01-04.png
1,1,1,3,0,1,b06-079-s01-05.png
1,1,1,1,2,0,b06-093-s00-00.png
1,1,2,3,1,1,b06-093-s00-01.png
1,2,1,1,2,0,b06-093-s00-02.png
3,2,1,1,2,0,b06-093-s01-00.png
1,2,2,3,2,0,b06-093-s01-01.png
3,2,1,1,2,0,b06-093-s01-02.png
1,2,1,1,1,1,b06-093-s01-03.png
1,3,2,1,3,1,b06-093-s01-04.png
3,2,2,3,2,0,b06-093-s01-05.png
3,1,1,1,1,1,b06-093-s02-00.png
3,2,2,3,2,0,b06-093-s02-01.png
3,1,1,1,1,1,b06-093-s02-02.png
3,2,2,3,2,0,b06-093-s02-03.png
1,1,1,1,2,0,b06-097-s00-00.png
3,1,1,1,2,0,b06-097-s00-01.png
1,1,2,3,1,1,b06-097-s00-02.png
3,1,2,3,2,0,b06-097-s00-03.png
3,1,1,1,2,0,b06-097-s01-00.png
3,1,1,1,2,0,b06-097-s01-01.png
3,1,2,3,2,0,b06-097-s01-02.png
3,1,1,1,2,0,b06-097-s01-03.png
1,1,1,1,1,1,b06-097-s01-04.png
3,1,1,1,1,1,b06-100-s00-00.png
3,1,1,1,2,0,b06-100-s00-01.png
3,2,2,3,2,0,b06-100-s00-03.png
3,3,2,1,3,1,b06-100-s01-00.png
1,2,2,1,3,1,b06-100-s01-01.png
3,0,0,1,0,1,b06-100-s01-02.png
1,1,1,1,1,1,b06-100-s01-03.png
3,1,1,1,2,0,b06-100-s02-00.png
1,0,0,1,0,1,b06-100-s02-01.png
1,1,1,1,2,0,b06-100-s02-02.png
3,1,1,1,1,1,b06-100-s03-00.png
3,2,3,3,2,0,b06-100-s03-01.png
1,1,1,1,2,0,b06-110-s00-00.png
1,1,1,1,2,0,b06-110-s00-01.png
3,1,2,3,2,0,b06-110-s01-00.png
1,1,1,1,2,0,b06-110-s01-01.png
3,2,2,3,2,0,b06-110-s02-00.png
1,1,2,3,2,0,b06-110-s02-01.png
1,2,2,1,2,0,b06-110-s02-02.png
1,2,1,1,2,0,b06-110-s02-03.png
1,1,1,1,2,0,b06-110-s03-00.png
1,1,1,1,2,0,b06-110-s03-01.png
1,1,2,3,2,0,b06-110-s03-02.png
3,2,2,3,1,1,c03-000a-s00-00.png
3,2,1,1,1,1,c03-000a-s00-01.png
3,2,2,3,2,0,c03-000a-s00-02.png
3,2,2,3,1,1,c03-000a-s01-00.png
1,2,1,1,1,1,c03-000a-s01-01.png
1,2,2,3,1,1,c03-000a-s01-02.png
3,2,1,1,1,1,c03-000a-s01-03.png
3,2,1,1,1,1,c03-000a-s01-04.png
1,2,2,3,2,0,c03-000a-s01-05.png
1,1,2,3,2,0,c03-000b-s00-00.png
3,1,1,1,2,0,c03-000b-s00-01.png
1,1,1,1,2,0,c03-000b-s00-02.png
3,1,1,1,2,0,c03-000b-s01-00.png
3,1,1,1,2,0,c03-000b-s01-01.png
3,1,1,1,2,0,c03-000b-s01-02.png
3,1,1,1,2,0,c03-000b-s01-03.png
1,1,1,1,2,0,c03-000b-s01-04.png
3,2,1,1,1,1,c03-000c-s00-00.png
3,2,1,1,1,1,c03-000c-s00-01.png
3,2,1,1,2,0,c03-000c-s00-02.png
3,2,2,3,1,1,c03-000c-s01-00.png
1,2,1,1,1,1,c03-000c-s01-01.png
1,2,2,3,1,1,c03-000c-s01-02.png
3,2,2,3,1,1,c03-000c-s01-03.png
1,2,1,1,1,1,c03-000c-s01-04.png
1,2,2,3,2,0,c03-000c-s01-05.png
1,1,1,1,2,0,c03-000d-s00-00.png
